task,split,seed,method,example_id,sequence_length,query_pos,reference_delta,target_delta,target_pos,label_token,target_probability,target_rank,top1_hit,top1_confidence,chosen_pos,chosen_delta,chosen_token,chosen_bias
tiny_text_fact_qa,train,307,phasewrap_bias,tiny_text_fact_qa_train_seed307_L32_003,32,31,26,26,5,102,0.0,103,0.0,1.0,0,31,98,2.44949
tiny_text_fact_qa,train,307,phasewrap_bias,tiny_text_fact_qa_train_seed307_L32_004,32,31,12,12,19,103,0.0,104,0.0,1.0,24,7,10,2.44949
tiny_text_fact_qa,train,307,phasewrap_bias,tiny_text_fact_qa_train_seed307_L32_005,32,31,21,21,10,96,0.0,97,0.0,1.0,29,2,81,2.44949
tiny_text_fact_qa,validation,307,phasewrap_bias,tiny_text_fact_qa_validation_seed307_L40_000,40,39,18,18,21,99,0.0,100,0.0,1.0,2,37,14,2.44949
tiny_text_fact_qa,validation,307,phasewrap_bias,tiny_text_fact_qa_validation_seed307_L40_001,40,39,25,25,14,100,0.0,101,0.0,1.0,9,30,3,2.44949
tiny_text_fact_qa,validation,307,phasewrap_bias,tiny_text_fact_qa_validation_seed307_L40_002,40,39,9,9,30,101,0.0,102,0.0,1.0,1,38,79,2.44949
tiny_text_fact_qa,validation,307,phasewrap_bias,tiny_text_fact_qa_validation_seed307_L40_003,40,39,34,34,5,102,0.0,103,0.0,1.0,24,15,37,2.44949
tiny_text_fact_qa,validation,307,phasewrap_bias,tiny_text_fact_qa_validation_seed307_L40_004,40,39,34,34,5,103,0.0,104,0.0,1.0,24,15,22,2.44949
tiny_text_fact_qa,validation,307,phasewrap_bias,tiny_text_fact_qa_validation_seed307_L40_005,40,39,28,28,11,96,0.0,97,0.0,1.0,6,33,13,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L48_000,48,47,32,32,15,99,0.0,100,0.0,1.0,34,13,52,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L48_001,48,47,13,13,34,100,0.0,101,0.0,1.0,29,18,10,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L48_002,48,47,42,42,5,101,0.0,102,0.0,1.0,24,23,0,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L48_003,48,47,28,28,19,102,0.0,104,0.0,1.0,0,47,108,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L48_004,48,47,37,37,10,103,0.0,104,0.0,1.0,29,18,32,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L48_005,48,47,30,30,17,96,0.0,98,0.0,1.0,22,25,101,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L64_000,64,63,57,57,6,99,0.0,100,0.0,1.0,11,52,20,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L64_001,64,63,15,15,48,100,0.0,101,0.0,1.0,19,44,96,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L64_002,64,63,58,58,5,101,0.0,102,0.0,1.0,48,15,99,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L64_003,64,63,49,49,14,102,0.0,103,0.0,1.0,43,20,60,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L64_004,64,63,37,37,26,103,0.0,104,0.0,1.0,45,18,34,2.44949
tiny_text_fact_qa,test,307,phasewrap_bias,tiny_text_fact_qa_test_seed307_L64_005,64,63,32,32,31,96,0.0,97,0.0,1.0,50,13,23,2.44949
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L24_000,24,23,13,13,10,99,0.0,100,0.0,1.0,5,18,73,2.395142
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L24_001,24,23,16,16,7,100,0.0,101,0.0,1.0,2,21,56,2.395142
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L24_002,24,23,6,6,17,101,0.0,102,0.0,1.0,12,11,42,2.395142
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L24_003,24,23,8,8,15,102,0.0,103,0.0,1.0,20,3,80,2.395142
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L24_004,24,23,9,9,14,103,0.0,104,0.0,1.0,9,14,50,2.395142
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L24_005,24,23,15,15,8,96,0.0,97,0.0,1.0,13,10,58,2.395142
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L32_000,32,31,12,12,19,99,0.0,100,0.0,1.0,24,7,90,2.409167
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L32_001,32,31,10,10,21,100,0.0,101,0.0,1.0,16,15,43,2.409167
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L32_002,32,31,18,18,13,101,0.0,103,0.0,1.0,18,13,109,2.409167
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L32_003,32,31,26,26,5,102,0.0,103,0.0,1.0,0,31,98,2.409167
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L32_004,32,31,12,12,19,103,0.0,104,0.0,1.0,24,7,10,2.409167
tiny_text_fact_qa,train,307,phasewrap_adapter,tiny_text_fact_qa_train_seed307_L32_005,32,31,21,21,10,96,0.0,97,0.0,1.0,5,26,62,2.409167
tiny_text_fact_qa,validation,307,phasewrap_adapter,tiny_text_fact_qa_validation_seed307_L40_000,40,39,18,18,21,99,0.0,100,0.0,1.0,26,13,60,2.417438
tiny_text_fact_qa,validation,307,phasewrap_adapter,tiny_text_fact_qa_validation_seed307_L40_001,40,39,25,25,14,100,0.0,101,0.0,1.0,9,30,3,2.417438
tiny_text_fact_qa,validation,307,phasewrap_adapter,tiny_text_fact_qa_validation_seed307_L40_002,40,39,9,9,30,101,0.0,102,0.0,1.0,25,14,9,2.417438
tiny_text_fact_qa,validation,307,phasewrap_adapter,tiny_text_fact_qa_validation_seed307_L40_003,40,39,34,34,5,102,0.0,103,0.0,1.0,0,39,68,2.417438
tiny_text_fact_qa,validation,307,phasewrap_adapter,tiny_text_fact_qa_validation_seed307_L40_004,40,39,34,34,5,103,0.0,104,0.0,1.0,0,39,99,2.417438
tiny_text_fact_qa,validation,307,phasewrap_adapter,tiny_text_fact_qa_validation_seed307_L40_005,40,39,28,28,11,96,0.0,97,0.0,1.0,6,33,13,2.417438
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L48_000,48,47,32,32,15,99,0.0,100,0.0,1.0,10,37,72,2.422894
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L48_001,48,47,13,13,34,100,0.0,101,0.0,1.0,29,18,10,2.422894
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L48_002,48,47,42,42,5,101,0.0,102,0.0,1.0,0,47,48,2.422894
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L48_003,48,47,28,28,19,102,0.0,103,0.0,1.0,14,33,71,2.422894
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L48_004,48,47,37,37,10,103,0.0,105,0.0,1.0,5,42,110,2.422894
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L48_005,48,47,30,30,17,96,0.0,98,0.0,1.0,22,25,101,2.422894
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L64_000,64,63,57,57,6,99,0.0,100,0.0,1.0,11,52,20,2.429648
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L64_001,64,63,15,15,48,100,0.0,102,0.0,1.0,53,10,106,2.429648
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L64_002,64,63,58,58,5,101,0.0,102,0.0,1.0,0,63,22,2.429648
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L64_003,64,63,49,49,14,102,0.0,103,0.0,1.0,9,54,101,2.429648
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L64_004,64,63,37,37,26,103,0.0,104,0.0,1.0,21,42,11,2.429648
tiny_text_fact_qa,test,307,phasewrap_adapter,tiny_text_fact_qa_test_seed307_L64_005,64,63,32,32,31,96,0.0,97,0.0,1.0,26,37,14,2.429648
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L24_000,24,23,8,8,15,103,0.0,104,0.0,1.0,0,23,1,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L24_001,24,23,12,12,11,96,0.0,98,0.0,1.0,0,23,98,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L24_002,24,23,12,12,11,97,0.0,98,0.0,1.0,0,23,6,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L24_003,24,23,13,13,10,98,0.0,99,0.0,1.0,0,23,97,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L24_004,24,23,16,16,7,99,0.0,100,0.0,1.0,0,23,80,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L24_005,24,23,15,15,8,100,0.0,101,0.0,1.0,0,23,42,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L32_000,32,31,7,7,24,103,0.0,104,0.0,1.0,0,31,33,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L32_001,32,31,9,9,22,96,0.0,97,0.0,1.0,0,31,50,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L32_002,32,31,19,19,12,97,0.0,98,0.0,1.0,0,31,53,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L32_003,32,31,23,23,8,98,0.0,99,0.0,1.0,0,31,74,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L32_004,32,31,23,23,8,99,0.0,100,0.0,1.0,0,31,24,0.0
tiny_text_fact_qa,train,311,no_position,tiny_text_fact_qa_train_seed311_L32_005,32,31,25,25,6,100,0.0,101,0.0,1.0,0,31,86,0.0
tiny_text_fact_qa,validation,311,no_position,tiny_text_fact_qa_validation_seed311_L40_000,40,39,34,34,5,103,0.0,104,0.0,1.0,0,39,94,0.0
tiny_text_fact_qa,validation,311,no_position,tiny_text_fact_qa_validation_seed311_L40_001,40,39,17,17,22,96,0.0,97,0.0,1.0,0,39,65,0.0
tiny_text_fact_qa,validation,311,no_position,tiny_text_fact_qa_validation_seed311_L40_002,40,39,18,18,21,97,0.0,98,0.0,1.0,0,39,12,0.0
tiny_text_fact_qa,validation,311,no_position,tiny_text_fact_qa_validation_seed311_L40_003,40,39,26,26,13,98,0.0,99,0.0,1.0,0,39,96,0.0
tiny_text_fact_qa,validation,311,no_position,tiny_text_fact_qa_validation_seed311_L40_004,40,39,26,26,13,99,0.0,100,0.0,1.0,0,39,97,0.0
tiny_text_fact_qa,validation,311,no_position,tiny_text_fact_qa_validation_seed311_L40_005,40,39,21,21,18,100,0.0,101,0.0,1.0,0,39,52,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L48_000,48,47,39,39,8,103,0.0,104,0.0,1.0,0,47,9,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L48_001,48,47,11,11,36,96,0.0,97,0.0,1.0,0,47,79,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L48_002,48,47,26,26,21,97,0.0,98,0.0,1.0,0,47,81,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L48_003,48,47,23,23,24,98,0.0,99,0.0,1.0,0,47,17,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L48_004,48,47,18,18,29,99,0.0,100,0.0,1.0,0,47,90,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L48_005,48,47,24,24,23,100,0.0,101,0.0,1.0,0,47,93,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L64_000,64,63,25,25,38,103,0.0,104,0.0,1.0,0,63,54,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L64_001,64,63,16,16,47,96,0.0,97,0.0,1.0,0,63,1,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L64_002,64,63,50,50,13,97,0.0,98,0.0,1.0,0,63,47,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L64_003,64,63,45,45,18,98,0.0,99,0.0,1.0,0,63,57,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L64_004,64,63,48,48,15,99,0.0,100,0.0,1.0,0,63,44,0.0
tiny_text_fact_qa,test,311,no_position,tiny_text_fact_qa_test_seed311_L64_005,64,63,37,37,26,100,0.0,101,0.0,1.0,0,63,26,0.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L24_000,24,23,8,8,15,103,1.0,1,1.0,1.0,15,8,103,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L24_001,24,23,12,12,11,96,1.0,1,1.0,1.0,11,12,96,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L24_002,24,23,12,12,11,97,1.0,1,1.0,1.0,11,12,97,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L24_003,24,23,13,13,10,98,1.0,1,1.0,1.0,10,13,98,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L24_004,24,23,16,16,7,99,1.0,1,1.0,1.0,7,16,99,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L24_005,24,23,15,15,8,100,1.0,1,1.0,1.0,8,15,100,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L32_000,32,31,7,7,24,103,1.0,1,1.0,1.0,24,7,103,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L32_001,32,31,9,9,22,96,1.0,1,1.0,1.0,22,9,96,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L32_002,32,31,19,19,12,97,1.0,1,1.0,1.0,12,19,97,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L32_003,32,31,23,23,8,98,1.0,1,1.0,1.0,8,23,98,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L32_004,32,31,23,23,8,99,1.0,1,1.0,1.0,8,23,99,1.0
tiny_text_fact_qa,train,311,sinusoidal,tiny_text_fact_qa_train_seed311_L32_005,32,31,25,25,6,100,1.0,1,1.0,1.0,6,25,100,1.0
tiny_text_fact_qa,validation,311,sinusoidal,tiny_text_fact_qa_validation_seed311_L40_000,40,39,34,34,5,103,1.0,1,1.0,1.0,5,34,103,1.0
tiny_text_fact_qa,validation,311,sinusoidal,tiny_text_fact_qa_validation_seed311_L40_001,40,39,17,17,22,96,1.0,1,1.0,1.0,22,17,96,1.0
tiny_text_fact_qa,validation,311,sinusoidal,tiny_text_fact_qa_validation_seed311_L40_002,40,39,18,18,21,97,1.0,1,1.0,1.0,21,18,97,1.0
tiny_text_fact_qa,validation,311,sinusoidal,tiny_text_fact_qa_validation_seed311_L40_003,40,39,26,26,13,98,1.0,1,1.0,1.0,13,26,98,1.0
tiny_text_fact_qa,validation,311,sinusoidal,tiny_text_fact_qa_validation_seed311_L40_004,40,39,26,26,13,99,1.0,1,1.0,1.0,13,26,99,1.0
tiny_text_fact_qa,validation,311,sinusoidal,tiny_text_fact_qa_validation_seed311_L40_005,40,39,21,21,18,100,1.0,1,1.0,1.0,18,21,100,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L48_000,48,47,39,39,8,103,1.0,1,1.0,1.0,8,39,103,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L48_001,48,47,11,11,36,96,1.0,1,1.0,1.0,4,43,96,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L48_002,48,47,26,26,21,97,1.0,1,1.0,1.0,21,26,97,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L48_003,48,47,23,23,24,98,1.0,1,1.0,1.0,24,23,98,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L48_004,48,47,18,18,29,99,1.0,1,1.0,1.0,29,18,99,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L48_005,48,47,24,24,23,100,1.0,1,1.0,1.0,23,24,100,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L64_000,64,63,25,25,38,103,0.0,104,0.0,1.0,6,57,32,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L64_001,64,63,16,16,47,96,0.0,97,0.0,1.0,15,48,49,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L64_002,64,63,50,50,13,97,1.0,1,1.0,1.0,13,50,97,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L64_003,64,63,45,45,18,98,1.0,1,1.0,1.0,18,45,98,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L64_004,64,63,48,48,15,99,1.0,1,1.0,1.0,15,48,99,1.0
tiny_text_fact_qa,test,311,sinusoidal,tiny_text_fact_qa_test_seed311_L64_005,64,63,37,37,26,100,1.0,1,1.0,1.0,26,37,100,1.0
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L24_000,24,23,8,8,15,103,0.0,104,0.0,1.0,22,1,94,-0.043478
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L24_001,24,23,12,12,11,96,0.0,97,0.0,1.0,22,1,87,-0.043478
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L24_002,24,23,12,12,11,97,0.0,98,0.0,1.0,22,1,88,-0.043478
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L24_003,24,23,13,13,10,98,0.0,99,0.0,1.0,22,1,89,-0.043478
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L24_004,24,23,16,16,7,99,0.0,100,0.0,1.0,22,1,90,-0.043478
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L24_005,24,23,15,15,8,100,0.0,101,0.0,1.0,22,1,91,-0.043478
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L32_000,32,31,7,7,24,103,0.0,104,0.0,1.0,30,1,94,-0.032258
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L32_001,32,31,9,9,22,96,0.0,97,0.0,1.0,30,1,87,-0.032258
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L32_002,32,31,19,19,12,97,0.0,98,0.0,1.0,30,1,88,-0.032258
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L32_003,32,31,23,23,8,98,0.0,99,0.0,1.0,30,1,89,-0.032258
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L32_004,32,31,23,23,8,99,0.0,100,0.0,1.0,30,1,90,-0.032258
tiny_text_fact_qa,train,311,alibi,tiny_text_fact_qa_train_seed311_L32_005,32,31,25,25,6,100,0.0,101,0.0,1.0,30,1,91,-0.032258
tiny_text_fact_qa,validation,311,alibi,tiny_text_fact_qa_validation_seed311_L40_000,40,39,34,34,5,103,0.0,104,0.0,1.0,38,1,94,-0.025641
tiny_text_fact_qa,validation,311,alibi,tiny_text_fact_qa_validation_seed311_L40_001,40,39,17,17,22,96,0.0,97,0.0,1.0,38,1,87,-0.025641
tiny_text_fact_qa,validation,311,alibi,tiny_text_fact_qa_validation_seed311_L40_002,40,39,18,18,21,97,0.0,98,0.0,1.0,38,1,88,-0.025641
tiny_text_fact_qa,validation,311,alibi,tiny_text_fact_qa_validation_seed311_L40_003,40,39,26,26,13,98,0.0,99,0.0,1.0,38,1,89,-0.025641
tiny_text_fact_qa,validation,311,alibi,tiny_text_fact_qa_validation_seed311_L40_004,40,39,26,26,13,99,0.0,100,0.0,1.0,38,1,90,-0.025641
tiny_text_fact_qa,validation,311,alibi,tiny_text_fact_qa_validation_seed311_L40_005,40,39,21,21,18,100,0.0,101,0.0,1.0,38,1,91,-0.025641
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L48_000,48,47,39,39,8,103,0.0,104,0.0,1.0,46,1,94,-0.021277
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L48_001,48,47,11,11,36,96,0.0,97,0.0,1.0,46,1,87,-0.021277
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L48_002,48,47,26,26,21,97,0.0,98,0.0,1.0,46,1,88,-0.021277
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L48_003,48,47,23,23,24,98,0.0,99,0.0,1.0,46,1,89,-0.021277
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L48_004,48,47,18,18,29,99,0.0,100,0.0,1.0,46,1,90,-0.021277
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L48_005,48,47,24,24,23,100,0.0,101,0.0,1.0,46,1,91,-0.021277
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L64_000,64,63,25,25,38,103,0.0,104,0.0,1.0,62,1,94,-0.015873
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L64_001,64,63,16,16,47,96,0.0,97,0.0,1.0,62,1,87,-0.015873
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L64_002,64,63,50,50,13,97,0.0,98,0.0,1.0,62,1,88,-0.015873
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L64_003,64,63,45,45,18,98,0.0,99,0.0,1.0,62,1,89,-0.015873
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L64_004,64,63,48,48,15,99,0.0,100,0.0,1.0,62,1,90,-0.015873
tiny_text_fact_qa,test,311,alibi,tiny_text_fact_qa_test_seed311_L64_005,64,63,37,37,26,100,0.0,101,0.0,1.0,62,1,91,-0.015873
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L24_000,24,23,8,8,15,103,1.0,1,1.0,1.0,15,8,103,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L24_001,24,23,12,12,11,96,1.0,1,1.0,1.0,11,12,96,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L24_002,24,23,12,12,11,97,1.0,1,1.0,1.0,11,12,97,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L24_003,24,23,13,13,10,98,1.0,1,1.0,1.0,10,13,98,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L24_004,24,23,16,16,7,99,1.0,1,1.0,1.0,7,16,99,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L24_005,24,23,15,15,8,100,1.0,1,1.0,1.0,8,15,100,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L32_000,32,31,7,7,24,103,1.0,1,1.0,1.0,24,7,103,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L32_001,32,31,9,9,22,96,1.0,1,1.0,1.0,22,9,96,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L32_002,32,31,19,19,12,97,1.0,1,1.0,1.0,12,19,97,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L32_003,32,31,23,23,8,98,1.0,1,1.0,1.0,8,23,98,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L32_004,32,31,23,23,8,99,1.0,1,1.0,1.0,8,23,99,1.0
tiny_text_fact_qa,train,311,rope_relative,tiny_text_fact_qa_train_seed311_L32_005,32,31,25,25,6,100,1.0,1,1.0,1.0,6,25,100,1.0
tiny_text_fact_qa,validation,311,rope_relative,tiny_text_fact_qa_validation_seed311_L40_000,40,39,34,34,5,103,1.0,1,1.0,1.0,5,34,103,1.0
tiny_text_fact_qa,validation,311,rope_relative,tiny_text_fact_qa_validation_seed311_L40_001,40,39,17,17,22,96,1.0,1,1.0,1.0,22,17,96,1.0
tiny_text_fact_qa,validation,311,rope_relative,tiny_text_fact_qa_validation_seed311_L40_002,40,39,18,18,21,97,1.0,1,1.0,1.0,21,18,97,1.0
tiny_text_fact_qa,validation,311,rope_relative,tiny_text_fact_qa_validation_seed311_L40_003,40,39,26,26,13,98,1.0,1,1.0,1.0,13,26,98,1.0
tiny_text_fact_qa,validation,311,rope_relative,tiny_text_fact_qa_validation_seed311_L40_004,40,39,26,26,13,99,1.0,1,1.0,1.0,13,26,99,1.0
tiny_text_fact_qa,validation,311,rope_relative,tiny_text_fact_qa_validation_seed311_L40_005,40,39,21,21,18,100,1.0,1,1.0,1.0,18,21,100,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L48_000,48,47,39,39,8,103,1.0,1,1.0,1.0,8,39,103,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L48_001,48,47,11,11,36,96,1.0,1,1.0,1.0,36,11,96,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L48_002,48,47,26,26,21,97,1.0,1,1.0,1.0,21,26,97,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L48_003,48,47,23,23,24,98,1.0,1,1.0,1.0,24,23,98,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L48_004,48,47,18,18,29,99,1.0,1,1.0,1.0,29,18,99,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L48_005,48,47,24,24,23,100,1.0,1,1.0,1.0,23,24,100,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L64_000,64,63,25,25,38,103,1.0,1,1.0,1.0,38,25,103,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L64_001,64,63,16,16,47,96,1.0,1,1.0,1.0,47,16,96,1.0
tiny_text_fact_qa,test,311,rope_relative,tiny_text_fact_qa_test_seed311_L64_002,64,63,50,50,13,97,1.0,1,1.0,1.0,13,50,97,1.0
